User ID;Age;Age Segmentation;Country;Streaming Platform;Top Genre;Minutes Streamed Per Day;Number of Songs Liked;Most Played Artist;Subscription Type;Listening Time (Morning/Afternoon/Night);Discover Weekly Engagement (%);Repeat Song Rate (%)
U3284;45;37-48;USA;Tidal;R&B;379;368;The Weeknd;Free;Morning;59,43;39,41
U3285;18;13-24;Brazil;Amazon Music;EDM;26;270;Drake;Premium;Night;47,85;72,36
U3286;57;49-60;Australia;Spotify;Rock;284;34;Drake;Premium;Morning;51,95;42,30
U3287;20;13-24;USA;Tidal;EDM;373;5;The Weeknd;Free;Morning;38,63;35,18
U3288;51;49-60;UK;YouTube;Metal;398;414;Drake;Free;Night;10,30;11,62
U3289;25;25-36;South Korea;Tidal;R&B;52;405;Post Malone;Premium;Afternoon;35,11;39,18
U3290;24;13-24;Canada;Amazon Music;Classical;313;310;BTS;Premium;Afternoon;49,83;35,03
U3291;35;25-36;Japan;Amazon Music;Classical;571;309;The Weeknd;Free;Morning;14,62;16,66
U3292;49;49-60;India;Tidal;Jazz;480;45;Drake;Free;Afternoon;58,42;50,65
U3293;47;37-48;Canada;Tidal;Hip-Hop;31;362;Adele;Premium;Night;56,69;35,61
U3294;39;37-48;UK;Deezer;Reggae;542;182;Taylor Swift;Free;Morning;17,24;47,62
U3295;54;49-60;South Korea;Amazon Music;Reggae;480;145;Bad Bunny;Free;Night;76,31;53,50
U3296;38;37-48;India;Spotify;Hip-Hop;148;59;Drake;Free;Night;74,24;66,57
U3297;14;13-24;South Korea;Apple Music;R&B;13;479;Ed Sheeran;Premium;Night;74,23;77,24
U3298;30;25-36;India;Tidal;Hip-Hop;453;105;Taylor Swift;Premium;Morning;21,67;20,14
U3299;54;49-60;France;Amazon Music;EDM;45;290;Drake;Free;Morning;72,84;7,02
U3300;30;25-36;Germany;Apple Music;Metal;494;423;Adele;Free;Afternoon;60,74;10,23
U3301;50;49-60;Germany;Tidal;Metal;308;182;Drake;Free;Night;86,49;49,98
U3302;39;37-48;Australia;Spotify;Metal;506;480;Bad Bunny;Free;Afternoon;58,13;44,40
U3303;41;37-48;South Korea;Spotify;Rock;133;152;BTS;Premium;Afternoon;12,48;63,85
U3304;17;13-24;South Korea;Spotify;Reggae;593;232;The Weeknd;Premium;Night;12,25;50,10
U3305;27;25-36;Germany;YouTube;Rock;48;449;The Weeknd;Free;Afternoon;87,99;61,03
U3306;41;37-48;South Korea;Amazon Music;Pop;77;380;The Weeknd;Free;Night;24,40;9,34
U3307;54;49-60;France;Tidal;Rock;590;139;BTS;Premium;Afternoon;54,69;52,54
U3308;42;37-48;Australia;Amazon Music;Hip-Hop;518;303;Adele;Premium;Night;41,58;73,26
U3309;38;37-48;Australia;Deezer;R&B;425;207;Billie Eilish;Free;Night;52,41;12,95
U3310;15;13-24;Canada;YouTube;Jazz;495;387;Ed Sheeran;Premium;Afternoon;32,89;72,22
U3311;53;49-60;Australia;Spotify;Country;386;326;The Weeknd;Free;Morning;19,05;45,87
U3312;26;25-36;Australia;Apple Music;Jazz;570;420;Adele;Free;Morning;84,54;57,68
U3313;52;49-60;Canada;Tidal;EDM;216;74;Drake;Free;Afternoon;46,35;78,52
U3314;56;49-60;Japan;Deezer;R&B;505;209;Drake;Free;Night;64,72;41,89
U3315;23;13-24;UK;YouTube;Reggae;425;283;Ed Sheeran;Premium;Morning;71,37;78,16
U3316;54;49-60;South Korea;Tidal;Hip-Hop;94;151;Dua Lipa;Premium;Afternoon;52,26;77,75
U3317;52;49-60;France;Apple Music;Rock;275;462;Post Malone;Free;Afternoon;76,10;70,72
U3318;15;13-24;Canada;Tidal;Classical;22;236;Adele;Free;Night;14,35;53,67
U3319;59;49-60;France;Apple Music;Reggae;264;351;The Weeknd;Premium;Morning;83,31;61,35
U3320;23;13-24;India;Apple Music;Reggae;498;246;Adele;Premium;Afternoon;61,73;67,92
U3321;22;13-24;Canada;Amazon Music;Jazz;574;307;Dua Lipa;Premium;Night;14,79;42,68
U3322;38;37-48;UK;Amazon Music;Rock;380;26;Bad Bunny;Premium;Morning;26,30;70,33
U3323;17;13-24;Brazil;Deezer;Jazz;150;95;Adele;Premium;Morning;70,85;10,06
U3324;49;49-60;UK;YouTube;Hip-Hop;467;35;The Weeknd;Premium;Night;12,57;58,23
U3325;39;37-48;Australia;Amazon Music;Metal;127;433;BTS;Premium;Afternoon;76,86;37,85
U3326;26;25-36;South Korea;Spotify;R&B;10;289;Ed Sheeran;Free;Afternoon;40,60;61,71
U3327;40;37-48;UK;Apple Music;Pop;86;365;Drake;Premium;Afternoon;36,97;17,14
U3328;16;13-24;Germany;Spotify;EDM;544;158;Drake;Free;Morning;67,07;22,22
U3329;23;13-24;Brazil;Tidal;Reggae;44;324;Post Malone;Premium;Afternoon;30,87;13,27
U3330;20;13-24;South Korea;Tidal;Rock;399;202;Post Malone;Free;Afternoon;21,51;77,87
U3331;39;37-48;UK;Tidal;R&B;299;484;Adele;Premium;Afternoon;30,06;16,48
U3332;57;49-60;France;Deezer;Jazz;277;469;Bad Bunny;Premium;Afternoon;30,06;46,43
U3333;36;25-36;South Korea;Amazon Music;Rock;419;334;Drake;Free;Morning;43,67;23,70
U3334;44;37-48;UK;Tidal;EDM;388;53;Adele;Free;Afternoon;23,28;21,23
U3335;43;37-48;Germany;Apple Music;R&B;196;450;Bad Bunny;Free;Morning;19,24;55,16
U3336;21;13-24;Canada;Spotify;Jazz;386;205;Taylor Swift;Premium;Afternoon;56,16;31,34
U3337;14;13-24;India;Deezer;Metal;450;495;Post Malone;Premium;Night;40,19;24,34
U3338;50;49-60;India;YouTube;Rock;503;239;Drake;Free;Afternoon;78,72;69,26
U3339;28;25-36;India;Amazon Music;Reggae;536;65;Drake;Free;Night;88,95;14,52
U3340;28;25-36;India;Tidal;EDM;118;37;Bad Bunny;Free;Night;77,47;66,55
U3341;25;25-36;South Korea;Deezer;EDM;170;350;Post Malone;Premium;Night;65,75;33,06
U3342;39;37-48;Japan;Apple Music;Country;225;41;The Weeknd;Premium;Morning;13,32;30,67
U3343;19;13-24;USA;Spotify;Pop;438;221;Taylor Swift;Free;Night;45,18;5,16
U3344;59;49-60;USA;Spotify;Country;348;260;BTS;Free;Morning;36,51;37,44
U3345;18;13-24;UK;Deezer;Classical;172;253;Drake;Free;Night;61,60;76,16
U3346;48;37-48;India;Tidal;R&B;269;88;Ed Sheeran;Free;Afternoon;59,23;60,20
U3347;28;25-36;Australia;Deezer;Reggae;503;103;Post Malone;Premium;Afternoon;89,53;17,22
U3348;40;37-48;Canada;Tidal;R&B;302;267;BTS;Free;Night;26,69;32,35
U3349;39;37-48;South Korea;Tidal;Reggae;519;41;Drake;Free;Night;64,69;52,08
U3350;24;13-24;India;Tidal;Pop;108;495;Taylor Swift;Premium;Afternoon;47,51;35,66
U3351;29;25-36;Japan;YouTube;Rock;310;387;Post Malone;Free;Night;79,47;39,87
U3352;51;49-60;USA;Deezer;Classical;364;16;Taylor Swift;Free;Afternoon;54,18;27,33
U3353;56;49-60;Japan;Apple Music;Metal;292;219;Bad Bunny;Free;Night;41,11;38,05
U3354;25;25-36;Germany;Amazon Music;Country;128;262;Bad Bunny;Free;Night;26,39;52,89
U3355;21;13-24;France;Spotify;EDM;355;66;Dua Lipa;Premium;Morning;43,39;10,42
U3356;16;13-24;USA;YouTube;Pop;190;475;Taylor Swift;Premium;Night;28,35;60,46
U3357;29;25-36;France;YouTube;Rock;380;294;Adele;Free;Afternoon;55,83;26,02
U3358;43;37-48;Australia;Spotify;EDM;116;67;BTS;Premium;Night;35,92;48,22
U3359;53;49-60;Brazil;Spotify;Pop;198;286;Billie Eilish;Premium;Morning;14,40;16,97
U3360;54;49-60;Australia;Amazon Music;Pop;117;141;Dua Lipa;Free;Night;73,63;55,62
U3361;17;13-24;UK;Tidal;Pop;39;88;The Weeknd;Premium;Morning;80,03;20,33
U3362;36;25-36;Japan;Apple Music;Metal;408;332;BTS;Free;Morning;89,20;32,54
U3363;38;37-48;Canada;Tidal;EDM;152;367;Taylor Swift;Premium;Morning;21,57;53,34
U3364;32;25-36;Brazil;Amazon Music;Reggae;366;381;Adele;Premium;Afternoon;36,61;64,03
U3365;44;37-48;Germany;Apple Music;Classical;358;40;Drake;Free;Night;81,96;41,75
U3366;16;13-24;USA;Deezer;Country;470;128;The Weeknd;Premium;Night;66,05;23,34
U3367;42;37-48;Germany;Spotify;Metal;529;249;Post Malone;Free;Morning;36,95;78,93
U3368;54;49-60;France;Spotify;R&B;542;290;Billie Eilish;Free;Morning;36,78;51,42
U3369;49;49-60;UK;YouTube;R&B;250;191;Adele;Premium;Night;23,79;30,21
U3370;19;13-24;Australia;Tidal;Jazz;235;56;Adele;Free;Afternoon;18,72;68,37
U3371;14;13-24;France;YouTube;Hip-Hop;557;82;BTS;Free;Morning;80,65;13,91
U3372;33;25-36;France;Apple Music;Country;441;111;Dua Lipa;Premium;Morning;82,38;59,56
U3373;50;49-60;Japan;Tidal;R&B;505;488;Adele;Free;Morning;57,35;69,98
U3374;60;49-60;Japan;Deezer;Metal;207;151;The Weeknd;Free;Night;23,10;27,41
U3375;29;25-36;Canada;Tidal;Reggae;289;385;Post Malone;Free;Morning;14,78;23,81
U3376;32;25-36;Germany;Amazon Music;Pop;320;226;Taylor Swift;Premium;Night;40,01;53,89
U3377;36;25-36;UK;Apple Music;Jazz;113;387;Dua Lipa;Premium;Morning;27,31;63,68
U3378;56;49-60;Canada;Deezer;R&B;381;435;Ed Sheeran;Free;Night;51,18;52,89
U3379;24;13-24;Germany;Apple Music;Rock;359;161;BTS;Premium;Morning;28,40;65,52
U3380;44;37-48;France;YouTube;EDM;464;96;Dua Lipa;Free;Morning;21,62;29,57
U3381;21;13-24;Canada;Deezer;Country;404;471;The Weeknd;Premium;Night;86,41;24,59
U3382;23;13-24;India;Tidal;R&B;193;454;Bad Bunny;Free;Afternoon;38,35;45,37
U3383;23;13-24;Canada;YouTube;Rock;421;137;Taylor Swift;Free;Night;24,98;21,86
U3384;51;49-60;Japan;Apple Music;Pop;117;363;Adele;Premium;Morning;69,71;77,66
U3385;47;37-48;Germany;Amazon Music;Classical;259;381;Billie Eilish;Free;Afternoon;59,69;58,41
U3386;41;37-48;Japan;Amazon Music;Pop;48;333;Ed Sheeran;Premium;Morning;15,89;24,24
U3387;22;13-24;Canada;Deezer;Rock;360;412;Bad Bunny;Free;Morning;32,41;23,22
U3388;25;25-36;Canada;Apple Music;Jazz;13;377;Drake;Premium;Afternoon;79,40;10,83
U3389;22;13-24;Australia;Tidal;EDM;54;98;The Weeknd;Free;Morning;28,92;23,45
U3390;18;13-24;UK;Tidal;Hip-Hop;451;396;BTS;Premium;Morning;79,26;18,78
U3391;48;37-48;Germany;Spotify;EDM;260;119;Bad Bunny;Premium;Night;72,41;46,09
U3392;19;13-24;Germany;YouTube;Reggae;380;276;Post Malone;Premium;Night;26,00;48,02
U3393;28;25-36;France;Deezer;Reggae;307;399;Adele;Premium;Morning;47,30;54,66
U3394;36;25-36;Japan;Deezer;Rock;93;499;Dua Lipa;Free;Morning;12,11;32,36
U3395;53;49-60;Canada;Apple Music;Metal;276;376;Bad Bunny;Free;Night;56,23;69,58
U3396;47;37-48;Japan;Tidal;Classical;199;253;Billie Eilish;Premium;Afternoon;64,34;58,71
U3397;14;13-24;Germany;Tidal;Classical;45;453;Post Malone;Free;Afternoon;30,09;37,85
U3398;44;37-48;USA;Spotify;Pop;558;136;Post Malone;Premium;Afternoon;43,53;57,76
U3399;50;49-60;India;Spotify;Metal;94;23;Ed Sheeran;Free;Afternoon;66,45;61,84
U3400;56;49-60;Australia;YouTube;Country;229;201;The Weeknd;Premium;Morning;87,23;23,84
U3401;36;25-36;UK;Spotify;Pop;509;332;Bad Bunny;Free;Afternoon;17,82;76,05
U3402;48;37-48;Germany;Tidal;Classical;311;118;Bad Bunny;Free;Night;71,16;18,61
U3403;38;37-48;South Korea;Deezer;Hip-Hop;269;83;Dua Lipa;Premium;Morning;57,35;16,37
U3404;17;13-24;UK;Spotify;Rock;190;6;Billie Eilish;Free;Afternoon;27,44;54,71
U3405;33;25-36;Canada;Spotify;Jazz;580;69;Dua Lipa;Premium;Morning;82,04;35,67
U3406;41;37-48;Canada;YouTube;EDM;265;139;Billie Eilish;Premium;Afternoon;42,53;61,85
U3407;25;25-36;South Korea;Apple Music;Jazz;457;75;Ed Sheeran;Free;Afternoon;31,61;51,56
U3408;25;25-36;UK;Deezer;Rock;259;407;Post Malone;Premium;Afternoon;44,50;16,47
U3409;35;25-36;Canada;Deezer;Hip-Hop;408;379;The Weeknd;Premium;Afternoon;51,88;9,16
U3410;44;37-48;Canada;Deezer;R&B;22;83;Drake;Premium;Afternoon;48,92;45,60
U3411;28;25-36;Germany;Deezer;EDM;196;241;The Weeknd;Free;Morning;51,80;75,64
U3412;34;25-36;France;YouTube;Jazz;179;255;BTS;Premium;Afternoon;70,68;33,01
U3413;36;25-36;Australia;Tidal;Jazz;550;153;Post Malone;Free;Night;79,41;18,08
U3414;38;37-48;Japan;Deezer;Classical;91;495;BTS;Premium;Afternoon;70,12;5,83
U3415;59;49-60;UK;Apple Music;Reggae;278;90;Billie Eilish;Premium;Night;21,02;44,40
U3416;27;25-36;India;Amazon Music;Jazz;533;60;Post Malone;Free;Night;78,26;19,50
U3417;27;25-36;Canada;Spotify;R&B;60;276;Billie Eilish;Premium;Afternoon;53,02;78,01
U3418;15;13-24;USA;YouTube;Metal;384;34;Billie Eilish;Premium;Night;58,21;69,38
U3419;25;25-36;Japan;Tidal;Classical;233;187;Taylor Swift;Free;Night;26,28;41,22
U3420;31;25-36;Brazil;Tidal;Hip-Hop;81;286;Ed Sheeran;Free;Afternoon;52,67;37,22
U3421;50;49-60;Germany;Deezer;Hip-Hop;340;153;BTS;Free;Morning;51,60;70,77
U3422;13;13-24;Australia;Spotify;Rock;566;443;Billie Eilish;Premium;Afternoon;69,35;18,86
U3423;17;13-24;USA;Apple Music;Reggae;471;325;Drake;Free;Night;69,33;78,39
U3424;45;37-48;France;Deezer;Classical;227;331;Taylor Swift;Free;Night;81,75;8,22
U3425;45;37-48;USA;Apple Music;Metal;398;39;Dua Lipa;Free;Night;75,18;46,41
U3426;17;13-24;France;Apple Music;Classical;12;469;BTS;Premium;Morning;30,71;27,23
U3427;33;25-36;USA;Apple Music;Rock;598;413;Billie Eilish;Premium;Morning;62,24;64,81
U3428;15;13-24;Brazil;Deezer;R&B;480;500;Adele;Premium;Morning;76,84;43,10
U3429;38;37-48;Japan;YouTube;Reggae;37;98;BTS;Free;Afternoon;77,41;26,22
U3430;25;25-36;Canada;Tidal;Reggae;273;404;Post Malone;Free;Morning;42,60;33,57
U3431;26;25-36;India;Amazon Music;Country;358;467;BTS;Free;Morning;18,62;71,22
U3432;40;37-48;Japan;Apple Music;Rock;347;4;Dua Lipa;Free;Night;22,90;33,54
U3433;24;13-24;India;Spotify;Country;557;461;BTS;Free;Morning;48,80;25,82
U3434;38;37-48;Brazil;Apple Music;Rock;306;5;Dua Lipa;Premium;Afternoon;21,93;18,76
U3435;48;37-48;UK;Tidal;Rock;496;350;Ed Sheeran;Free;Morning;79,84;19,94
U3436;19;13-24;Brazil;Apple Music;Rock;187;226;Taylor Swift;Premium;Afternoon;10,36;47,59
U3437;51;49-60;Japan;Amazon Music;EDM;381;211;Ed Sheeran;Free;Night;60,12;37,79
U3438;32;25-36;Japan;Amazon Music;Classical;82;328;Post Malone;Premium;Afternoon;52,19;41,16
U3439;46;37-48;Canada;Spotify;Rock;550;178;Dua Lipa;Free;Night;41,07;58,03
U3440;15;13-24;Germany;Apple Music;EDM;316;417;Drake;Premium;Night;27,59;47,30
U3441;29;25-36;India;Apple Music;EDM;272;30;BTS;Free;Morning;40,21;41,43
U3442;26;25-36;Germany;YouTube;Reggae;216;93;Ed Sheeran;Free;Morning;89,29;12,87
U3443;40;37-48;USA;Apple Music;Pop;328;171;Dua Lipa;Free;Night;62,16;21,94
U3444;28;25-36;Australia;Apple Music;Country;68;363;Bad Bunny;Premium;Afternoon;43,12;37,42
U3445;42;37-48;Germany;Apple Music;Country;192;448;The Weeknd;Premium;Morning;65,00;11,22
U3446;32;25-36;Brazil;Tidal;Country;379;88;Post Malone;Free;Morning;35,86;20,42
U3447;38;37-48;Brazil;YouTube;Classical;570;70;Bad Bunny;Free;Morning;76,20;56,50
U3448;13;13-24;South Korea;Spotify;Hip-Hop;359;112;The Weeknd;Free;Afternoon;77,10;16,22
U3449;22;13-24;Australia;Tidal;Reggae;588;274;Taylor Swift;Premium;Night;20,91;79,66
U3450;53;49-60;Japan;Tidal;R&B;51;98;Ed Sheeran;Free;Afternoon;16,92;11,46
U3451;57;49-60;South Korea;Tidal;EDM;549;464;Taylor Swift;Free;Night;82,60;17,41
U3452;60;49-60;South Korea;Amazon Music;Reggae;595;166;Bad Bunny;Free;Morning;53,48;6,27
U3453;44;37-48;Canada;YouTube;R&B;298;69;Post Malone;Premium;Morning;50,14;76,01
U3454;25;25-36;France;Spotify;Classical;87;57;Bad Bunny;Premium;Night;76,39;69,50
U3455;50;49-60;Canada;Tidal;Jazz;420;50;Dua Lipa;Free;Night;38,21;40,74
U3456;19;13-24;India;Deezer;EDM;387;56;Taylor Swift;Free;Afternoon;57,22;20,49
U3457;51;49-60;Germany;Amazon Music;Rock;85;65;Drake;Premium;Morning;80,34;38,79
U3458;39;37-48;Germany;Deezer;R&B;314;143;Post Malone;Free;Morning;86,38;51,45
U3459;35;25-36;South Korea;Amazon Music;Hip-Hop;567;15;Bad Bunny;Free;Night;17,83;24,62
U3460;37;37-48;Germany;Amazon Music;Reggae;466;339;Taylor Swift;Free;Afternoon;29,10;39,14
U3461;47;37-48;India;Spotify;Pop;256;134;Bad Bunny;Premium;Afternoon;84,81;73,64
U3462;17;13-24;Brazil;Amazon Music;Jazz;553;317;Bad Bunny;Free;Afternoon;87,77;56,61
U3463;46;37-48;USA;Tidal;Metal;454;131;Bad Bunny;Premium;Afternoon;48,26;64,48
U3464;36;25-36;Japan;Amazon Music;Classical;31;125;Dua Lipa;Premium;Morning;32,71;14,75
U3465;27;25-36;India;YouTube;Metal;472;14;Billie Eilish;Premium;Morning;60,42;37,66
U3466;42;37-48;Japan;Spotify;R&B;256;379;Taylor Swift;Free;Afternoon;41,18;44,51
U3467;37;37-48;Canada;Apple Music;EDM;43;457;BTS;Free;Afternoon;34,38;15,07
U3468;43;37-48;UK;Apple Music;Rock;448;446;Ed Sheeran;Free;Afternoon;56,45;73,22
U3469;29;25-36;USA;YouTube;Rock;464;423;Adele;Premium;Night;55,28;31,37
U3470;41;37-48;Canada;Spotify;Pop;24;270;Drake;Premium;Morning;78,17;22,37
U3471;14;13-24;Canada;Tidal;Jazz;116;405;The Weeknd;Premium;Afternoon;38,09;32,46
U3472;17;13-24;Canada;YouTube;Country;333;485;Taylor Swift;Premium;Night;26,47;19,26
U3473;15;13-24;Australia;YouTube;Metal;47;284;Billie Eilish;Premium;Night;59,98;53,25
U3474;15;13-24;Germany;Apple Music;Metal;336;129;BTS;Premium;Morning;20,04;31,71
U3475;45;37-48;USA;Deezer;Jazz;204;270;The Weeknd;Premium;Afternoon;27,76;71,33
U3476;45;37-48;South Korea;Apple Music;Reggae;161;37;Taylor Swift;Premium;Morning;22,35;18,30
U3477;49;49-60;Canada;Apple Music;Hip-Hop;336;442;The Weeknd;Free;Night;36,89;44,02
U3478;13;13-24;Canada;Tidal;Pop;237;215;Drake;Premium;Afternoon;31,37;33,51
U3479;50;49-60;Brazil;Spotify;Hip-Hop;563;432;BTS;Premium;Night;30,19;73,13
U3480;38;37-48;South Korea;Spotify;Rock;528;195;The Weeknd;Premium;Afternoon;67,63;47,74
U3481;16;13-24;France;Deezer;Rock;257;107;The Weeknd;Free;Morning;69,45;49,30
U3482;19;13-24;France;Apple Music;Classical;231;230;Billie Eilish;Free;Night;77,44;75,59
U3483;54;49-60;Brazil;Spotify;Hip-Hop;66;47;Ed Sheeran;Premium;Morning;86,59;23,24
U3484;55;49-60;UK;Tidal;Classical;592;390;BTS;Free;Morning;69,93;11,18
U3485;28;25-36;Australia;YouTube;Reggae;339;368;Ed Sheeran;Free;Night;80,61;22,31
U3486;58;49-60;Japan;Tidal;Hip-Hop;449;247;Post Malone;Free;Morning;43,84;59,97
U3487;43;37-48;France;Spotify;Country;398;13;Bad Bunny;Free;Night;30,85;33,12
U3488;39;37-48;Australia;Spotify;Reggae;432;188;Ed Sheeran;Free;Night;78,15;62,71
U3489;59;49-60;Japan;Deezer;EDM;598;472;Dua Lipa;Free;Afternoon;66,56;36,89
U3490;47;37-48;South Korea;Amazon Music;EDM;36;137;Ed Sheeran;Premium;Night;37,31;53,51
U3491;29;25-36;UK;Spotify;Rock;501;326;Billie Eilish;Premium;Afternoon;34,83;66,14
U3492;49;49-60;France;Apple Music;Country;16;312;BTS;Free;Morning;25,40;59,25
U3493;42;37-48;India;Tidal;Rock;418;95;The Weeknd;Free;Night;82,42;79,25
U3494;46;37-48;South Korea;Apple Music;Classical;313;379;Billie Eilish;Premium;Night;27,60;25,74
U3495;31;25-36;USA;Spotify;R&B;82;476;Billie Eilish;Free;Night;37,07;71,48
U3496;59;49-60;France;Amazon Music;Jazz;438;361;Billie Eilish;Premium;Night;42,28;79,47
U3497;40;37-48;Brazil;Tidal;Hip-Hop;332;224;Ed Sheeran;Free;Morning;89,64;67,11
U3498;49;49-60;Germany;Apple Music;Pop;429;376;Bad Bunny;Free;Afternoon;49,50;42,46
U3499;31;25-36;South Korea;Apple Music;Pop;338;301;Dua Lipa;Free;Afternoon;77,89;25,14
U3500;36;25-36;France;Tidal;R&B;385;454;Ed Sheeran;Free;Night;58,85;46,65
U3501;27;25-36;Japan;Amazon Music;Jazz;379;292;The Weeknd;Premium;Morning;46,58;49,24
U3502;13;13-24;South Korea;Spotify;EDM;424;64;The Weeknd;Free;Morning;55,58;11,63
U3503;29;25-36;Brazil;Amazon Music;R&B;99;188;Taylor Swift;Free;Night;29,53;42,35
U3504;45;37-48;Japan;Apple Music;Rock;102;21;Drake;Free;Morning;25,54;66,33
U3505;45;37-48;UK;Apple Music;Jazz;191;462;BTS;Free;Afternoon;84,09;23,73
U3506;34;25-36;Australia;Deezer;Country;574;334;The Weeknd;Free;Afternoon;56,87;45,81
U3507;14;13-24;India;Amazon Music;Country;196;97;Drake;Free;Afternoon;60,19;5,49
U3508;21;13-24;Brazil;Tidal;Jazz;566;164;BTS;Free;Morning;29,10;19,91
U3509;56;49-60;South Korea;Spotify;Jazz;175;174;BTS;Premium;Afternoon;61,98;39,32
U3510;44;37-48;Germany;Tidal;Rock;501;230;The Weeknd;Free;Night;88,49;76,60
U3511;30;25-36;Australia;Spotify;Jazz;264;417;Billie Eilish;Premium;Afternoon;68,67;77,19
U3512;21;13-24;Germany;Tidal;EDM;174;465;Dua Lipa;Premium;Night;77,88;8,60
U3513;56;49-60;UK;Apple Music;R&B;453;317;The Weeknd;Free;Afternoon;29,73;76,86
U3514;37;37-48;USA;Spotify;Hip-Hop;326;218;Billie Eilish;Free;Afternoon;35,79;73,77
U3515;23;13-24;Japan;YouTube;Jazz;147;84;Billie Eilish;Premium;Afternoon;78,34;10,03
U3516;16;13-24;France;Spotify;Hip-Hop;335;61;The Weeknd;Premium;Afternoon;28,00;14,82
U3517;18;13-24;Germany;Spotify;EDM;582;10;Drake;Free;Afternoon;47,49;64,89
U3518;24;13-24;India;Deezer;Metal;538;259;Ed Sheeran;Free;Afternoon;17,19;10,79
U3519;52;49-60;South Korea;Spotify;Jazz;344;71;Ed Sheeran;Free;Afternoon;47,64;18,31
U3520;31;25-36;Germany;Spotify;Hip-Hop;352;320;Dua Lipa;Free;Night;85,53;67,75
U3521;46;37-48;UK;Deezer;Hip-Hop;123;236;Billie Eilish;Free;Afternoon;53,68;51,14
U3522;54;49-60;Canada;YouTube;R&B;207;62;BTS;Free;Afternoon;42,19;64,41
U3523;47;37-48;Canada;Tidal;R&B;391;211;The Weeknd;Free;Afternoon;81,10;27,82
U3524;46;37-48;South Korea;YouTube;R&B;596;367;Bad Bunny;Premium;Morning;55,71;27,62
U3525;59;49-60;South Korea;Deezer;Reggae;500;194;Billie Eilish;Premium;Night;45,88;46,77
U3526;23;13-24;Australia;Deezer;Country;322;289;Bad Bunny;Free;Night;53,45;16,87
U3527;55;49-60;UK;Spotify;Pop;146;54;BTS;Free;Night;66,49;77,82
U3528;40;37-48;South Korea;Deezer;Metal;168;313;Drake;Premium;Night;87,53;65,42
U3529;52;49-60;Canada;Amazon Music;Reggae;397;406;Ed Sheeran;Free;Night;84,03;31,35
U3530;55;49-60;Brazil;Spotify;Jazz;243;85;Drake;Premium;Night;41,55;64,07
U3531;34;25-36;USA;YouTube;Country;239;432;Billie Eilish;Premium;Night;81,83;49,24
U3532;18;13-24;USA;Tidal;Metal;154;110;Adele;Premium;Afternoon;56,64;55,17
U3533;26;25-36;South Korea;Amazon Music;Jazz;156;233;Adele;Free;Morning;65,31;63,51
U3534;39;37-48;UK;Amazon Music;Rock;266;424;Bad Bunny;Free;Afternoon;53,60;46,29
U3535;35;25-36;France;Apple Music;Classical;528;317;Taylor Swift;Free;Morning;78,81;57,72
U3536;60;49-60;UK;Tidal;Hip-Hop;177;440;Bad Bunny;Free;Night;37,98;20,63
U3537;23;13-24;India;Deezer;R&B;551;42;Drake;Free;Afternoon;20,42;53,36
U3538;26;25-36;Canada;Deezer;Pop;33;326;Bad Bunny;Premium;Afternoon;55,66;52,51
U3539;60;49-60;France;Spotify;Classical;531;354;Dua Lipa;Premium;Afternoon;72,58;75,20
U3540;51;49-60;UK;Tidal;Classical;582;92;Billie Eilish;Premium;Night;74,71;8,40
U3541;15;13-24;India;Apple Music;Reggae;37;395;Billie Eilish;Premium;Afternoon;84,23;16,32
U3542;21;13-24;India;YouTube;Jazz;177;208;Drake;Premium;Night;21,57;62,73
U3543;18;13-24;France;Apple Music;R&B;524;268;Bad Bunny;Free;Night;17,88;7,74
U3544;46;37-48;Brazil;Amazon Music;Classical;70;169;BTS;Free;Morning;78,03;9,70
U3545;60;49-60;South Korea;Deezer;Reggae;127;42;Taylor Swift;Free;Night;68,78;68,55
U3546;26;25-36;Brazil;Apple Music;EDM;61;72;Post Malone;Premium;Afternoon;54,17;59,35
U3547;43;37-48;Australia;Tidal;Country;566;454;Post Malone;Free;Afternoon;81,26;71,98
U3548;26;25-36;UK;YouTube;EDM;427;430;The Weeknd;Free;Night;19,95;43,07
U3549;38;37-48;Germany;Deezer;Rock;34;393;Dua Lipa;Free;Morning;38,54;27,62
U3550;38;37-48;Canada;Apple Music;Metal;531;352;Taylor Swift;Free;Night;65,67;68,34
U3551;16;13-24;UK;Spotify;Classical;434;490;Adele;Free;Afternoon;61,01;11,48
U3552;37;37-48;France;Deezer;Classical;532;311;Drake;Free;Morning;11,90;29,56
U3553;34;25-36;France;Tidal;R&B;524;354;Ed Sheeran;Free;Night;74,01;62,96
U3554;37;37-48;Japan;Amazon Music;Country;159;210;BTS;Premium;Night;51,09;39,09
U3555;55;49-60;Germany;Amazon Music;Classical;348;324;Drake;Premium;Night;17,17;7,51
U3556;24;13-24;France;Apple Music;Rock;31;371;Taylor Swift;Free;Afternoon;61,24;41,50
U3557;45;37-48;France;Deezer;Reggae;146;403;BTS;Premium;Night;28,50;78,12
U3558;47;37-48;India;Amazon Music;Hip-Hop;297;153;Bad Bunny;Free;Night;66,73;47,74
U3559;36;25-36;Canada;Amazon Music;Metal;268;319;Dua Lipa;Premium;Night;51,74;63,97
U3560;34;25-36;Brazil;Spotify;R&B;293;214;Taylor Swift;Premium;Morning;58,63;52,93
U3561;43;37-48;France;Tidal;Classical;567;24;Drake;Free;Night;68,63;26,57
